11,price,square,
750000,2.75,750,
485000,2.5,485,
1210000,2.75,1210,
775000,1.75,775,
402300,1.75,402.3,
400000,2,400,
682000,2.5,682,
492500,2.25,492.5,
248500,2,248.5,
475226,2.5,475.226,
255000,1.5,255,
583500,1.75,583.5,
302000,1.75,302,
360000,2.5,360,
335000,2.25,335,
910000,3,910,
265000,2.5,265,
650000,2.5,650,
812000,3.25,812,
290000,4.5,290,
528000,1.75,528,
415000,1.75,415,
294350,1,294.35,
390000,2,390,
350000,2.25,350,
1348000,3.25,1348,
920000,2.75,920,
1100000,2.75,1100,
481203,1,481.203,
415000,2.25,415,
495000,1.5,495,
675000,3.25,675,
440000,1,440,
389000,1,389,
385000,1,385,
684000,2.5,684,
450000,1.75,450,
485000,3.5,485,
291850,1.5,291.85,
310000,1.75,310,
425000,1,425,
215000,1,215,
189950,2,189.95,
270000,2.5,270,
279000,2.5,279,
284000,2.5,284,
864500,2.5,864.5,
582000,1.75,582,
1005000,2,1005,
264500,1.5,264.5,
300000,2.5,300,
840000,2.5,840,
609000,2.5,609,
900000,3,900,
341500,2.25,341.5,
229950,1.75,229.95,
238000,2.5,238,
270000,2.25,270,
282900,2.5,282.9,
500000,2,500,
210000,1,210,
290000,1,290,
550000,2.75,550,
469950,3.25,469.95,
600000,2.5,600,
246500,2,246.5,
609000,3.5,609,
700000,2.5,700,
329500,1,329.5,
232000,1.5,232,
235000,1,235,
385000,1.5,385,
180000,2,180,
540000,2.25,540,
288400,2.25,288.4,
351000,1,351,
475000,2.5,475,
560000,2,560,
1550000,2.5,1550,
690000,3.5,690,
293467,2,293.467,
205000,1,205,
1442500,2.25,1442.5,
170500,1,170.5,
799000,2.75,799,
216650,3.5,216.65,
540000,1.75,540,
670000,3,670,
463800,1.5,463.8,
513000,2.5,513,
1250000,2.5,1250,
450000,1.5,450,
940000,3,940,
450000,1.5,450,
252500,2.5,252.5,
394000,1,394,
1500000,3.25,1500,
460000,1.5,460,
660000,1,660,
469775,1.75,469.775,
398500,2.5,398.5,
639500,2.25,639.5,
420000,2.5,420,
283200,1.75,283.2,
554000,2,554,
396480,1,396.48,
699850,3.5,699.85,
570000,1.75,570,
940000,1.5,940,
900000,2.5,900,
465000,2.25,465,
579950,2.75,579.95,
240000,1.5,240,
535610,1,535.61,
815000,3.5,815,
469000,3.25,469,
280000,1,280,
825000,3.25,825,
532500,2.5,532.5,
240000,1,240,
334950,2.5,334.95,
433000,2.5,433,
255000,1,255,
250000,2,250,
402000,2.75,402,
2065000,3.75,2065,
363000,2,363,
326000,1,326,
857326,3.5,857.326,
439000,1.75,439,
605000,2,605,
415000,2.25,415,
230000,0.75,230,
524000,2.25,524,
330000,2.5,330,
411000,1,411,
370000,1,370,
367000,1,367,
845800,3.5,845.8,
607000,2.5,607,
380000,2,380,
998500,1.75,998.5,
465000,1.5,465,
386950,2.5,386.95,
580000,2.25,580,
505000,2.5,505,
440000,2,440,
713400,2.25,713.4,
479000,2.5,479,
492500,2.75,492.5,
630000,2.5,630,
460000,2,460,
1038000,1.75,1038,
299950,1,299.95,
503000,1.75,503,
280000,1,280,
540000,5.75,540,
699000,2.5,699,
445000,2.5,445,
290000,2.5,290,
359000,2.25,359,
821000,2.75,821,
740500,3.5,740.5,
438750,1.75,438.75,
875000,3.5,875,
400000,1,400,
630000,2.5,630,
375000,1.75,375,
352499,2.25,352.499,
300000,2.5,300,
290000,2.5,290,
1135000,3.25,1135,
489000,3.5,489,
757500,2.25,757.5,
255000,1,255,
953007,3.5,953.007,
834538,2.5,834.538,
840000,2.5,840,
330000,1.75,330,
890000,1,890,
1095000,2.5,1095,
655000,1.75,655,
515000,1,515,
804995,1.5,804.995,
782000,3.5,782,
389900,1,389.9,
1110000,1.5,1110,
625000,2.5,625,
645000,2.25,645,
1600000,5.5,1600,
355000,2.5,355,
240000,2.5,240,
445000,3,445,
344950,1,344.95,
375000,2.5,375,
335000,1.75,335,
385000,1.5,385,
335000,2,335,
350000,1,350,
495000,2.75,495,
930000,2.5,930,
450000,1.5,450,
835000,2.75,835,
292000,2.75,292,
449500,2.25,449.5,
374500,2.5,374.5,
425000,1,425,
394000,2,394,
1237500,4.5,1237.5,
985000,2.5,985,
309950,2.25,309.95,
473000,3.25,473,
1160000,3,1160,
460000,1.75,460,
670000,3,670,
535000,1,535,
195000,1.75,195,
439000,2,439,
608250,2.75,608.25,
690000,3.25,690,
550000,1,550,
465000,2.5,465,
250000,1,250,
316000,1.5,316,
228950,1.75,228.95,
689000,1.75,689,
476000,2.25,476,
215000,2.5,215,
715000,2.5,715,
725000,1.75,725,
210000,1,210,
405000,2,405,
569888,2.5,569.888,
705000,3.5,705,
329950,1.75,329.95,
225000,2.25,225,
394250,2,394.25,
175000,1,175,
1190000,2.5,1190,
734950,3.25,734.95,
299950,1.75,299.95,
950000,1.75,950,
499990,2.75,499.99,
379500,2.25,379.5,
670000,2.5,670,
242000,1.75,242,
570000,1,570,
372220,1,372.22,
345000,2.5,345,
1230000,4,1230,
274000,2.5,274,
578000,2.25,578,
512000,2,512,
725995,2.5,725.995,
415000,2.5,415,
696950,2.75,696.95,
320000,1,320,
323000,1,323,
643002,2.5,643.002,
375000,2,375,
366350,1,366.35,
355000,2.75,355,
490000,3,490,
510000,1,510,
340000,1.75,340,
716500,1.75,716.5,
335000,1.75,335,
930800,2.5,930.8,
262500,2.25,262.5,
281500,1,281.5,
310000,1.5,310,
622950,3.25,622.95,
445800,2.25,445.8,
712000,2.5,712,
500000,1.75,500,
417000,1,417,
104950,1,104.95,
328000,2.5,328,
805000,1.75,805,
585000,2.5,585,
385000,1,385,
257100,1.5,257.1,
286000,2.5,286,
215000,1,215,
1000000,2.5,1000,
435000,2.75,435,
620000,1.75,620,
279000,2.5,279,
625000,2.25,625,
685000,2.5,685,
290000,1.75,290,
518000,1,518,
565000,2.75,565,
330000,2.5,330,
790000,2.5,790,
400000,1.75,400,
735000,2.75,735,
255000,1,255,
455000,2.75,455,
325000,2.25,325,
570000,3.5,570,
262500,1,262.5,
353000,1.75,353,
855000,3,855,
900000,3,900,
540000,2.25,540,
517500,1,517.5,
392400,2.5,392.4,
213675,2.25,213.675,
1075000,4.25,1075,
798750,2.25,798.75,
775000,2.5,775,
1250000,5,1250,
206000,1,206,
1250000,3.25,1250,
476000,2.5,476,
522500,1,522.5,
252000,1.75,252,
365000,1.5,365,
1965220,3.5,1965.22,
570000,3,570,
449400,3,449.4,
632500,3.25,632.5,
159100,1,159.1,
869000,3.25,869,
1202500,2.5,1202.5,
540000,2.5,540,
366750,3,366.75,
445000,2.25,445,
430000,2.25,430,
635000,2.5,635,
808000,2.5,808,
575000,2.25,575,
223000,1,223,
425000,2.5,425,
480000,1.75,480,
858000,3,858,
380000,2.5,380,
1511250,2.5,1511.25,
420000,1.75,420,
370000,2.75,370,
505000,1.75,505,
610000,1.75,610,
460000,2.25,460,
345950,2.5,345.95,
478000,1.75,478,
780000,1.75,780,
400000,2.5,400,
430000,1.5,430,
323000,1.75,323,
757000,3.25,757,
641000,3.25,641,
250000,2.5,250,
272000,3,272,
238000,1,238,
608000,1,608,
461000,1,461,
325000,2.5,325,
345000,2,345,
555000,1,555,
593000,2.5,593,
432000,1.75,432,
349000,1.75,349,
389000,1,389,
800866,2.5,800.866,
300000,2.75,300,
189000,2,189,
417000,1,417,
480000,2,480,
325000,1.75,325,
660000,2,660,
640000,2.5,640,
167500,1,167.5,
2450000,4.5,2450,
385000,2.5,385,
495000,3.5,495,
259250,1,259.25,
239950,2.5,239.95,
408000,1,408,
915000,2.5,915,
551000,2.5,551,
451000,2.5,451,
329950,2.5,329.95,
251000,2,251,
370000,3,370,
550000,2.5,550,
830000,2.5,830,
247000,2.25,247,
420000,2.5,420,
450000,2,450,
339995,2.5,339.995,
239000,1,239,
822000,2,822,
972800,3.25,972.8,
400000,2,400,
620000,1.75,620,
864327,3.25,864.327,
401000,2,401,
1310000,2.25,1310,
465000,2,465,
387500,2.5,387.5,
837000,2.75,837,
910000,3.5,910,
300000,2.25,300,
266000,1,266,
410000,1.75,410,
712000,2.25,712,
255000,1,255,
743000,2.75,743,
875000,2.25,875,
339950,2,339.95,
350000,2.5,350,
310000,2.5,310,
250000,0.75,250,
285000,1.75,285,
560000,2.5,560,
485000,1,485,
245000,1.5,245,
515000,2.5,515,
467500,1.75,467.5,
255000,1,255,
1900000,2.5,1900,
433190,2.5,433.19,
1570000,4.5,1570,
365000,2,365,
474000,1,474,
199500,1.75,199.5,
530000,1.75,530,
975000,3.25,975,
370000,2.5,370,
600000,1.75,600,
1570000,2.25,1570,
210000,1.5,210,
554950,2.5,554.95,
638000,2.5,638,
470000,2.25,470,
565000,2.5,565,
380000,1.75,380,
608000,3.5,608,
825000,1.75,825,
388000,2.5,388,
749950,2.5,749.95,
358000,2.5,358,
715000,2.25,715,
603000,2.25,603,
249000,2,249,
765000,2.5,765,
188000,1.5,188,
336750,2.25,336.75,
320000,1.5,320,
334950,2.5,334.95,
264950,1.5,264.95,
397500,3,397.5,
231000,2,231,
460000,2.5,460,
225000,1,225,
1309500,4.5,1309.5,
424950,1.5,424.95,
569950,3.5,569.95,
330000,1.75,330,
509900,2.5,509.9,
420000,2,420,
445000,1,445,
230000,3,230,
600000,1.75,600,
445000,1.75,445,
415000,1,415,
290000,2.5,290,
525000,2,525,
730000,3,730,
1060000,3.5,1060,
567500,1.75,567.5,
297500,2.5,297.5,
449950,2.75,449.95,
275000,2.5,275,
153000,1,153,
760000,1.75,760,
460000,1.5,460,
840000,3.5,840,
225000,2.25,225,
330000,2.5,330,
450000,1.75,450,
570000,3.25,570,
585000,2.5,585,
299950,2.25,299.95,
362865,2.5,362.865,
465000,2,465,
480000,1.5,480,
755000,3.25,755,
350000,1.75,350,
889000,2.5,889,
655000,2.5,655,
600000,2.25,600,
895000,3,895,
115000,1,115,
230000,1,230,
385200,1,385.2,
240000,1,240,
1025000,3.5,1025,
590000,1,590,
580000,1.75,580,
1564350,3.75,1564.35,
490000,2.25,490,
314500,1.75,314.5,
638000,3.25,638,
660000,2.5,660,
390000,1.5,390,
470500,2.5,470.5,
572000,1.5,572,
640000,2,640,
323000,1,323,
415250,1.5,415.25,
360500,2.5,360.5,
523000,2.5,523,
450000,2.5,450,
250000,2.5,250,
347500,1,347.5,
672500,1.75,672.5,
405000,1.75,405,
205000,1.75,205,
307700,2.25,307.7,
295000,1,295,
705000,2,705,
1480000,2.25,1480,
502000,2.5,502,
450600,1,450.6,
428000,2.5,428,
978000,1.5,978,
608500,3.5,608.5,
535000,1.75,535,
1085000,2.5,1085,
455000,2.5,455,
952990,2.75,952.99,
648000,2.25,648,
355000,1.75,355,
950000,3,950,
325000,1.5,325,
690000,2.5,690,
577450,3,577.45,
732000,2.5,732,
181000,1.5,181,
309950,2.25,309.95,
400000,1.75,400,
209977,1,209.977,
355000,3,355,
595000,2.5,595,
302059,2,302.059,
571500,2.25,571.5,
725000,2,725,
616950,3.5,616.95,
645000,3.5,645,
320000,2.5,320,
205000,2.5,205,
325000,1,325,
568000,2.5,568,
1028950,3.25,1028.95,
899950,3.5,899.95,
440000,2,440,
666000,2.25,666,
219000,1,219,
410000,1,410,
277500,2.5,277.5,
800000,2.75,800,
401000,1,401,
470000,2,470,
325000,2.75,325,
1540000,3.25,1540,
950000,2.5,950,
615000,2.25,615,
295000,2.5,295,
1236300,3.5,1236.3,
612500,2.5,612.5,
365000,1,365,
669000,2.5,669,
412450,2,412.45,
530000,2.75,530,
399000,1,399,
378000,1.75,378,
804000,3.5,804,
432000,2.75,432,
280500,2.5,280.5,
525000,2.75,525,
730000,1,730,
351000,2.5,351,
970500,2.75,970.5,
637000,3.5,637,
365000,2,365,
445000,2.5,445,
439000,2.5,439,
325000,2.5,325,
1610000,3.75,1610,
537500,2.5,537.5,
415000,2.25,415,
510000,1,510,
799000,2.75,799,
740000,3.5,740,
860000,2,860,
433000,1.75,433,
600000,2,600,
936000,2.5,936,
473000,2.25,473,
687500,1.75,687.5,
998000,2.25,998,
712500,2.75,712.5,
737500,2.5,737.5,
519500,2,519.5,
317000,2,317,
175000,1,175,
431000,1.75,431,
335000,2.25,335,
475000,2,475,
415000,1,415,
672000,1,672,
460000,2.25,460,
599000,2.25,599,
390000,1,390,
1010000,1,1010,
720000,1.75,720,
458000,1.5,458,
440000,1.75,440,
674950,2.75,674.95,
560000,1.75,560,
696500,2.75,696.5,
569000,1.75,569,
1170000,2.75,1170,
375000,2.5,375,
375000,1.5,375,
394475,1,394.475,
215000,1,215,
765000,1.75,765,
780000,1,780,
1998000,2.5,1998,
853800,4,853.8,
569000,1.75,569,
315000,2.75,315,
425000,1.5,425,
404000,1.75,404,
367899,2.5,367.899,
730100,2.5,730.1,
229950,0.75,229.95,
652000,1,652,
550000,1,550,
235000,1,235,
565000,2.5,565,
475000,2.5,475,
385000,1.75,385,
340000,2.5,340,
510000,1.5,510,
825000,2.5,825,
600000,3,600,
900000,3,900,
536650,1.75,536.65,
665000,2.75,665,
425000,1,425,
234000,2,234,
755000,2.75,755,
2000000,3.75,2000,
865000,2.5,865,
358000,1.5,358,
268000,1.75,268,
350000,1.5,350,
172500,1,172.5,
657000,1.75,657,
645000,2,645,
529000,2,529,
325000,2,325,
849990,2.75,849.99,
250000,1.5,250,
302000,1,302,
695000,3,695,
380000,1,380,
490000,1,490,
759990,2.5,759.99,
560000,3.5,560,
855000,2,855,
631500,2,631.5,
179900,1,179.9,
875000,3.5,875,
1620000,3.5,1620,
307000,1,307,
245000,1.5,245,
675000,2.5,675,
1300000,1.75,1300,
305000,1,305,
479000,2.5,479,
875000,2.5,875,
390000,1.75,390,
660000,3.25,660,
280950,1.75,280.95,
375950,1.75,375.95,
394950,1,394.95,
528000,2.25,528,
330000,1,330,
358000,1,358,
550000,2.5,550,
190000,1.5,190,
782900,3.25,782.9,
559900,3,559.9,
450000,2.5,450,
814842,2.5,814.842,
125000,1,125,
596000,1,596,
245000,2,245,
435000,2.5,435,
445000,1.5,445,
1900000,3.25,1900,
1337500,2.5,1337.5,
890000,3.25,890,
435000,2.25,435,
716000,3,716,
800000,2.25,800,
968933,3.5,968.933,
394500,2.5,394.5,
639000,2.5,639,
390000,2.25,390,
351999,2.5,351.999,
431000,2.25,431,
231000,2.5,231,
264000,1,264,
835000,2,835,
358000,2.25,358,
655275,1.75,655.275,
213400,2.5,213.4,
790000,3,790,
229900,1.75,229.9,
443950,1.75,443.95,
385000,1.75,385,
259950,1,259.95,
304000,2,304,
630000,2.5,630,
236500,1,236.5,
1450000,3.5,1450,
86500,1,86.5,
965000,2.5,965,
432000,2.75,432,
380000,2.25,380,
168500,1,168.5,
320000,2.5,320,
548000,2,548,
255900,2.5,255.9,
278000,1,278,
280000,1.5,280,
525000,2,525,
779950,2.5,779.95,
504500,2.5,504.5,
540000,2.5,540,
274000,1.75,274,
875000,4.25,875,
639000,1.75,639,
207000,1,207,
370000,1.75,370,
140000,1.75,140,
530000,3,530,
937500,2.5,937.5,
651500,1.5,651.5,
475000,1.75,475,
234000,1.5,234,
775000,2.5,775,
245000,2.25,245,
425996,2.5,425.996,
281700,1,281.7,
299500,1,299.5,
445000,1,445,
435000,1,435,
1380000,4.5,1380,
850000,4,850,
375000,2,375,
330000,2.5,330,
258500,2.5,258.5,
650000,1.5,650,
405000,2.5,405,
518000,2.5,518,
562000,2,562,
350000,1,350,
560000,1,560,
549950,2.5,549.95,
685000,2,685,
496000,1.75,496,
295000,2.5,295,
311000,2.25,311,
2641100,4.25,2641.1,
499000,1.5,499,
355000,2.5,355,
1060000,4.5,1060,
365000,1,365,
350000,1,350,
379500,2.25,379.5,
319000,2.25,319,
370000,2.5,370,
585000,2.5,585,
470000,2.75,470,
299000,2.75,299,
1175000,3.25,1175,
240000,2,240,
230000,1,230,
392000,1.5,392,
400000,3,400,
1010000,3.5,1010,
435000,1,435,
345000,1,345,
475000,2.5,475,
450000,1,450,
655000,1,655,
265000,1.5,265,
731500,2.5,731.5,
889000,3.5,889,
176500,1,176.5,
498000,2,498,
292500,2.5,292.5,
400000,2.5,400,
289950,2.5,289.95,
3168750,3.5,3168.75,
355000,2.25,355,
312200,2.5,312.2,
760000,2.25,760,
199950,2.5,199.95,
325000,2.25,325,
496000,1.5,496,
402000,2.25,402,
722500,2.25,722.5,
800000,2.5,800,
300000,1.5,300,
405000,1.75,405,
471275,2.5,471.275,
334500,2,334.5,
315000,1,315,
363000,2,363,
468000,2.5,468,
499950,1,499.95,
425000,2,425,
530000,3.25,530,
242000,1.5,242,
738000,1,738,
1045000,2.75,1045,
475000,1,475,
525000,2.25,525,
1300000,2,1300,
479000,1.75,479,
690000,1,690,
535000,1,535,
259950,1.5,259.95,
589000,1.5,589,
245100,1.75,245.1,
480000,2,480,
1035000,2.5,1035,
279000,2.25,279,
237000,1.75,237,
530000,2.25,530,
700000,1.75,700,
410000,2.25,410,
225000,1.5,225,
5300000,6,5300,
625000,2.25,625,
475000,2.25,475,
279000,2,279,
726000,2.5,726,
405600,1.5,405.6,
700000,1,700,
725000,2.25,725,
600000,3.25,600,
508450,1.75,508.45,
427000,1.5,427,
235000,1.75,235,
345000,2.5,345,
456150,2.25,456.15,
306000,2,306,
803100,2.5,803.1,
357000,1.5,357,
454200,2.5,454.2,
424000,1.75,424,
465000,2.5,465,
280000,1.75,280,
795000,2,795,
190000,1,190,
698000,1.5,698,
575000,1,575,
462000,1.75,462,
348000,1.75,348,
420000,2,420,
316000,2.5,316,
350000,1.75,350,
361550,1.75,361.55,
370000,2.5,370,
436000,2.25,436,
1307000,3.25,1307,
526500,1.5,526.5,
303000,1,303,
575000,1.75,575,
437000,1.75,437,
322500,2.25,322.5,
829000,2.75,829,
519000,1.75,519,
364000,1.5,364,
390000,2,390,
387865,2.5,387.865,
825000,1.5,825,
273000,1.75,273,
1750000,4.25,1750,
510000,1.5,510,
570000,1.75,570,
490000,1.75,490,
808000,2.75,808,
303700,2.5,303.7,
170000,1,170,
397000,1.75,397,
268500,2.25,268.5,
582500,2,582.5,
255000,1,255,
1125000,3,1125,
265000,2.25,265,
510000,2.25,510,
574500,1.5,574.5,
279000,1,279,
343500,2.5,343.5,
218450,1,218.45,
375000,2.5,375,
419000,2.25,419,
510000,2.5,510,
425000,1,425,
300000,1,300,
623000,2.5,623,
302495,2.5,302.495,
695000,1.75,695,
596000,2.25,596,
500000,1.75,500,
305000,1,305,
365000,2.75,365,
491000,3.5,491,
245000,1.75,245,
254000,2.5,254,
574800,1.5,574.8,
359000,2.5,359,
545000,2,545,
915000,3.25,915,
875000,2.75,875,
625000,1,625,
1605000,3.5,1605,
400000,3,400,
510000,1.75,510,
263500,1,263.5,
335000,2.5,335,
185000,1,185,
1480000,3.25,1480,
367500,1,367.5,
339000,2.5,339,
432000,2,432,
649950,2.5,649.95,
330000,1.5,330,
895000,2.5,895,
525000,2.75,525,
299000,2.5,299,
350000,1,350,
770000,2.5,770,
499950,1,499.95,
631750,1.75,631.75,
392500,1,392.5,
417500,1,417.5,
666000,2.5,666,
405000,1.5,405,
820000,2.5,820,
740000,2.5,740,
464000,2.25,464,
695000,1.75,695,
425000,2.5,425,
256400,1.5,256.4,
420000,1,420,
622500,2.5,622.5,
382500,2,382.5,
162500,1.5,162.5,
1075000,2.75,1075,
875000,3,875,
150000,1,150,
1125000,3,1125,
299900,2.5,299.9,
330000,1,330,
443500,2.5,443.5,
585000,2,585,
385000,1.75,385,
385000,4,385,
669000,1.75,669,
450000,1.75,450,
650000,1,650,
1145000,2.5,1145,
239950,1.75,239.95,
298000,2.5,298,
527000,2.25,527,
425000,1.5,425,
632500,1.5,632.5,
592500,2.5,592.5,
340000,2.5,340,
370000,2.25,370,
280000,1,280,
375000,2.5,375,
835000,2.5,835,
601000,1.75,601,
285950,1,285.95,
400000,1.75,400,
700000,3,700,
690000,3.5,690,
820000,2.5,820,
749500,2.5,749.5,
820000,3.5,820,
293000,2.25,293,
569950,2.5,569.95,
520000,2.25,520,
625000,2.5,625,
350000,2.25,350,
385000,1.5,385,
748000,2.5,748,
370000,2.5,370,
855000,3.5,855,
235000,1.75,235,
635000,2.25,635,
389517,2.5,389.517,
250000,1,250,
340000,2.5,340,
550000,1.75,550,
690000,2.5,690,
467000,2.25,467,
709000,1,709,
302000,1,302,
336900,2.5,336.9,
834500,2.25,834.5,
317950,2.5,317.95,
290000,2.5,290,
609000,1.75,609,
257500,2,257.5,
454000,1,454,
480000,2.5,480,
540000,2.25,540,
365000,1,365,
525000,2.25,525,
796000,3.5,796,
207500,1,207.5,
286000,2.5,286,
572000,1.75,572,
219950,1,219.95,
1025000,1,1025,
600000,1,600,
700000,2,700,
219000,2,219,
568000,1.75,568,
539000,2,539,
1900000,4.25,1900,
299950,1,299.95,
308500,1,308.5,
370000,1.5,370,
745000,2.5,745,
598000,2.25,598,
1855000,3.25,1855,
372500,2.5,372.5,
540000,2.5,540,
1050000,3,1050,
465000,2,465,
386000,2,386,
580000,1.75,580,
280000,2.75,280,
362000,2.25,362,
435000,1,435,
665000,2.5,665,
400000,1.75,400,
235000,2.25,235,
370000,1,370,
704111,2.75,704.111,
607000,2.75,607,
935000,2,935,
278500,2,278.5,
1335000,4,1335,
390000,1,390,
357500,1.75,357.5,
295000,2.5,295,
265000,1.75,265,
975000,3,975,
282000,2.5,282,
446000,2,446,
890000,2,890,
653000,2.25,653,
439000,2.5,439,
315000,1.75,315,
1272500,1.75,1272.5,
225000,1.75,225,
296000,2,296,
339950,2.5,339.95,
241000,1,241,
515000,2.5,515,
529999,2.5,529.999,
299000,2,299,
205000,2,205,
610000,2.75,610,
444000,2,444,
530000,1,530,
275000,1,275,
525000,2.5,525,
470000,1,470,
430000,2.5,430,
921500,2.5,921.5,
364000,2.25,364,
845000,1.75,845,
450000,1,450,
754300,2.75,754.3,
473000,2.25,473,
242025,1.75,242.025,
335000,2,335,
255000,1.75,255,
449950,2.5,449.95,
331210,2.5,331.21,
389000,1,389,
520000,2.5,520,
608000,2.5,608,
405000,0.75,405,
688888,3.25,688.888,
441000,1.5,441,
270000,2.25,270,
365000,2.25,365,
589000,2,589,
396000,2.25,396,
650000,2.5,650,
500000,1,500,
449000,2.25,449,
371000,2.5,371,
305000,2.5,305,
455000,1,455,
926300,1.5,926.3,
213000,1.75,213,
950000,2.5,950,
389000,1.75,389,
923990,2.5,923.99,
400000,1,400,
577000,2.5,577,
1675000,4.75,1675,
465000,1.75,465,
860000,2.75,860,
265000,2.5,265,
1385000,2.25,1385,
640000,2.5,640,
383000,2,383,
339950,1,339.95,
330000,1.5,330,
570000,2.5,570,
630000,1,630,
270000,2,270,
1200000,3,1200,
280000,3,280,
325000,1.75,325,
464000,1.75,464,
533600,2.5,533.6,
309000,1,309,
1206690,4.25,1206.69,
325000,1,325,
180000,1,180,
800000,2.5,800,
600000,2.5,600,
524000,1,524,
420200,1.75,420.2,
763000,1.75,763,
623000,2.75,623,
320000,2.75,320,
560000,2.5,560,
540000,2,540,
594950,3.25,594.95,
775000,2.5,775,
345000,1,345,
450000,1.75,450,
960000,2.5,960,
562000,1.5,562,
330000,2.5,330,
234000,2,234,
452000,1.75,452,
535000,1.75,535,
615000,1.75,615,
770000,2.5,770,
247200,1.75,247.2,
1100000,2.75,1100,
269000,2,269,
299950,2.5,299.95,
241500,2.5,241.5,
435000,2.5,435,
375000,1.75,375,
379950,2,379.95,
350000,2.5,350,
1565000,1.75,1565,
271115,1.5,271.115,
484000,2.5,484,
435000,2.5,435,
530000,2.25,530,
640000,2.5,640,
565000,2.5,565,
1070000,3.75,1070,
745000,2,745,
335750,3,335.75,
249000,1.75,249,
415000,1,415,
485000,3.25,485,
260000,2.5,260,
585000,1,585,
242500,2.25,242.5,
319990,1.5,319.99,
302200,1.5,302.2,
253750,1,253.75,
278000,1.5,278,
905000,2.25,905,
900000,3.75,900,
845000,2,845,
799000,1,799,
605000,2.25,605,
805000,3,805,
234000,1.5,234,
323000,1.75,323,
299000,2.5,299,
688000,3,688,
505000,1,505,
158800,1,158.8,
320900,2,320.9,
699000,2.5,699,
565000,2.5,565,
438000,2.5,438,
240000,1.75,240,
384435,2.5,384.435,
600000,2.5,600,
276693,1,276.693,
675000,2.25,675,
307000,2.75,307,
390000,1.5,390,
497000,2.25,497,
579000,2.5,579,
328000,2.5,328,
585000,1.75,585,
417000,2,417,
416000,1.75,416,
520000,1,520,
258000,2,258,
590000,2.75,590,
1339000,3.75,1339,
427000,1.75,427,
240000,2.25,240,
455000,1,455,
576000,1.75,576,
650000,1.5,650,
385000,1,385,
330000,2,330,
420000,2.5,420,
295000,1,295,
792000,2.75,792,
1900000,3.25,1900,
349900,2.75,349.9,
565000,2.5,565,
790000,2.5,790,
802500,3.75,802.5,
825000,2.5,825,
490000,2.5,490,
436000,2,436,
500000,2.5,500,
325000,2.5,325,
325000,2.5,325,
515000,2.5,515,
375000,1.75,375,
2000000,2.5,2000,
580000,2.75,580,
650880,2.5,650.88,
749000,1,749,
449000,2.5,449,
497000,2.5,497,
412000,2.5,412,
212000,1.5,212,
370000,2,370,
920000,3,920,
360000,2,360,
347000,1,347,
265000,1.75,265,
810000,2.75,810,
412133,1,412.133,
780000,2.5,780,
168000,1,168,
243500,1,243.5,
591000,2.25,591,
229999,1.75,229.999,
590000,2.5,590,
257500,2,257.5,
527700,2.5,527.7,
515000,2,515,
347950,2.25,347.95,
342000,2.5,342,
395000,2.25,395,
199990,1,199.99,
222000,1,222,
247500,1.75,247.5,
364000,2.25,364,
660000,1,660,
625000,1.5,625,
783500,2.5,783.5,
736500,2,736.5,
514000,2.25,514,
255000,2.75,255,
1199500,2.5,1199.5,
765000,2.25,765,
641000,2.5,641,
549000,2.25,549,
795000,3.5,795,
791500,2.5,791.5,
380000,2.5,380,
610000,2.75,610,
680000,2.5,680,
305000,2.25,305,
437000,2.25,437,
500000,1,500,
315000,0.75,315,
460000,2.5,460,
450000,1,450,
243000,1,243,
349950,1,349.95,
260000,2.5,260,
451000,1.75,451,
875000,2.5,875,
185900,1,185.9,
555000,2.5,555,
285950,1,285.95,
275000,2,275,
817500,3.25,817.5,
525000,1.75,525,
760000,1.75,760,
460000,1,460,
654000,3.25,654,
172000,1,172,
595000,1,595,
415000,2,415,
348000,1.75,348,
559000,1.75,559,
677500,1.75,677.5,
164950,1.75,164.95,
233000,1,233,
500000,2.5,500,
490000,2.25,490,
285167,2.25,285.167,
530000,3,530,
710000,2.5,710,
200000,1,200,
235000,1,235,
305000,2,305,
294999,2.5,294.999,
690000,3.5,690,
425000,1,425,
450000,2.5,450,
136500,1.5,136.5,
545000,2.5,545,
637000,2.75,637,
583000,2.25,583,
170000,0.75,170,
925000,2.5,925,
585188,2.25,585.188,
413000,3.5,413,
1050000,4.25,1050,
970000,2.75,970,
215000,2.25,215,
260000,2.5,260,
255000,1.75,255,
499000,2.25,499,
510000,2.5,510,
406430,2,406.43,
1220000,2.5,1220,
280000,2,280,
575000,2.5,575,
817500,3.5,817.5,
565000,1.75,565,
170000,1,170,
220000,1,220,
309950,2.5,309.95,
335000,1.75,335,
514000,1,514,
580000,2,580,
465000,1,465,
566000,2.5,566,
445000,2.5,445,
370000,1.5,370,
702500,1.5,702.5,
461000,2.5,461,
649950,2.5,649.95,
530000,2.5,530,
835000,2,835,
498000,2.75,498,
212000,1.5,212,
355000,1,355,
432000,2.5,432,
254999,1,254.999,
385000,3,385,
1034500,2.5,1034.5,
350000,1,350,
408000,2.25,408,
283000,2,283,
235000,2,235,
403000,1,403,
415000,1.75,415,
4208000,6,4208,
399000,1,399,
299000,2.25,299,
659000,2.5,659,
635000,2.5,635,
650000,1.75,650,
227500,1,227.5,
395000,2.25,395,
525000,1,525,
275000,2.5,275,
625000,2,625,
1275000,3.5,1275,
